dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
ah_7a2_largeRuminant_milk_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:37.172+0000,,FALSE,null
ah_7a2_largeRuminant_milk_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:30.287+0000,,FALSE,null
ah_7a2_largeRuminant_milk_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:36:52.302+0000,,FALSE,null
ah_7a2_largeRuminant_milk_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:23.492+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-07-07T05:56:41.963+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2024-12-31T04:41:30.747+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:37.607+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:32.543+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:36:53.740+0000,,FALSE,null
ah_7a6_largeRuminant_other_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:33.306+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-07-07T05:56:42.522+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2024-12-31T04:41:31.631+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:38.927+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:33.733+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:36:58.385+0000,,FALSE,null
ah_7b1_smallRuminant_faecal_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:36.932+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-07-07T05:56:44.020+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2024-12-31T04:41:33.035+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:39.441+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:35.599+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:36:59.696+0000,,FALSE,null
ah_7b2_smallRuminant_milk_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:39.384+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-07-07T05:56:44.822+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2024-12-31T04:41:34.158+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:40.336+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:36.969+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:37:00.793+0000,,FALSE,null
ah_7b6_smallRuminant_other_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:40.571+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-07-07T05:56:45.541+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2024-12-31T04:41:35.470+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:40.820+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:39.016+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:37:01.895+0000,,FALSE,null
ah_7c1_pig_faecal_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:41.565+0000,,FALSE,null
ah_7c6_pig_other_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7c6_pig_other_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-07-07T05:56:46.980+0000,,FALSE,null
ah_7c6_pig_other_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2024-12-31T04:41:36.567+0000,,FALSE,null
ah_7c6_pig_other_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-10-07T09:17:41.621+0000,,FALSE,null
ah_7c6_pig_other_qtr,2024Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-07-14T05:33:42.158+0000,,FALSE,null
ah_7c6_pig_other_qtr,2024Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user4,2024-10-07T05:37:02.957+0000,,FALSE,null
ah_7c6_pig_other_qtr,2025Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user1,2025-04-07T04:30:43.284+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2023Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,108,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2023Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,81,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2023Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,81,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2023Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,81,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2022Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,132,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2021Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,132,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2021Q1,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2021Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,0,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2022Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,111,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2022Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,85,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2021Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,132,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2022Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,200,user2,2025-11-03T06:08:48.000+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2025Q2,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,60,user1,2025-07-07T05:56:54.259+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2024Q4,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,81,user1,2024-12-31T04:41:55.773+0000,,FALSE,null
ah_7d1_poultry_faecal_qtr,2025Q3,LAB11_Laboratory Name 11,HllvX50cXC0,HllvX50cXC0,123,user1,2025-10-07T09:17:47.369+0000,,FALSE,null
