dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
ah_lshtm_2a2_transop_training,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,All staff,user1,2024-12-23T05:26:39.609+0000,,FALSE,null
ah_1a2_samplePassiveCompanion_plan,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-24T13:22:11.264+0000,,FALSE,null
ah_lshtm_2a3_transop_followed,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,All staff,user1,2024-12-23T05:26:54.107+0000,,FALSE,null
ah_6a1_bacteriologyAssessment,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,TRUE,user1,2024-12-23T05:27:18.592+0000,,FALSE,null
ah_6a2_assessmentTool,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,ISO 17025,user1,2024-12-23T05:28:01.417+0000,,FALSE,null
ah_6a3_assessmentConclusion,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Satisfactory performance,user1,2024-12-23T05:29:44.648+0000,,FALSE,null
ah_6a4_correctAction,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,TRUE,user1,2024-12-23T05:29:44.869+0000,,FALSE,null
ah_lshtm_2b1_ecoli,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user1,2024-12-23T05:31:28.222+0000,,FALSE,null
ah_lshtm_2b1_campylobacter,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,No,user1,2024-12-23T05:31:36.433+0000,,FALSE,null
ah_lshtm_2b1_enterococci,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,No,user1,2024-12-23T05:31:44.451+0000,,FALSE,null
ah_6a2_listeria,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user1,2024-12-23T05:31:48.765+0000,,FALSE,null
ah_lshtm_2b1_others,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user1,2024-12-23T05:32:10.256+0000,,FALSE,null
ah_lshtm_2b2_bacid_automated_plan,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,No change from current status,user1,2024-12-23T05:32:29.628+0000,,FALSE,null
ah_lshtm_2c2_mic,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,NA,user1,2024-12-23T05:32:56.350+0000,,FALSE,null
ah_6b4_isolateESBL,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,FALSE,user1,2024-12-23T05:33:59.640+0000,,FALSE,null
ah_lshtm_4b2_uniqueid,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T09:37:42.540+0000,,FALSE,null
ah_lshtm_4b1_datalinkage,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Paper linkage (e.g. clinical data recorded on archived sample request/reporting form),user2,2024-07-10T09:29:11.278+0000,,FALSE,null
ah_lshtm_4c_datasharing_policy,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-10T09:38:14.537+0000,,FALSE,null
ah_lshtm_4b1_datalinkage_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Through Submission Number ID.,user2,2024-07-10T09:37:42.558+0000,,FALSE,null
ah_d2,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-10T10:17:23.514+0000,,FALSE,null
ah_d1,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T10:17:20.621+0000,,FALSE,null
ah_d3,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T10:17:29.028+0000,,FALSE,null
ah_9d1_poultry_faecal,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,80,user2,2024-07-10T10:01:07.070+0000,,FALSE,null
ah_lshtm_2c2_mic,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,NA,user2,2024-07-24T13:38:22.276+0000,,FALSE,null
ah_9a2_largeRuminant_milk_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Sample were collected  in Bovine,user2,2024-07-10T10:01:02.718+0000,,FALSE,null
ah_9d6_poultry_other,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,6,user2,2024-07-10T10:01:17.320+0000,,FALSE,null
ah_9d6_poultry_other_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Internal organs,user2,2024-07-10T10:01:32.166+0000,,FALSE,null
ah_1a1_samplePassive_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"Majority of  samples are submitted by farmers
A few submitted by practitioners",user2,2024-07-26T17:51:16.069+0000,,FALSE,null
ah_6b4_isolateESBL_plan,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,No change from current status,user1,2024-12-23T05:34:05.157+0000,,FALSE,null
ah_6b5_isolateCarbapenemase,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,FALSE,user1,2024-12-23T05:34:09.945+0000,,FALSE,null
ah_6c1_isolateStorage,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,TRUE,user1,2024-12-23T05:35:11.470+0000,,FALSE,null
ah_lshtm_3a1_isolates_stored,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,In -80°C freezers,user1,2024-12-23T05:35:34.268+0000,,FALSE,null
ah_6c2_sampleStorageSOP,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,TRUE,user1,2024-12-23T05:35:39.765+0000,,FALSE,null
ah_lshtm_3a2_freezer_backupupsreliable,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Yes,user1,2024-12-23T05:35:59.174+0000,,FALSE,null
ah_lshtm_3a3_freezers_servicecontract,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Yes,user1,2024-12-23T05:36:10.015+0000,,FALSE,null
ah_3a7_milk,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:43:47.325+0000,,FALSE,null
ah_4a5_sewage,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-10T08:07:49.647+0000,,FALSE,null
ah_4a8_tapWater,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:17:51.490+0000,,FALSE,null
ah_4a10_aquacultureWater,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:17:53.654+0000,,FALSE,null
ah_5a2_bacteriology,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:18:10.432+0000,,FALSE,null
ah_d4,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-29T15:00:32.030+0000,,FALSE,null
ah_6b5_isolateCarbapenemase_plan,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,No change from current status,user1,2024-12-23T05:34:15.172+0000,,FALSE,null
ah_1a3_poultry,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:39:47.069+0000,,FALSE,null
ah_1a5_largeRuminant,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:39:51.465+0000,,FALSE,null
ah_2a1_sampleActive,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:40:25.805+0000,,FALSE,null
ah_2a2_samplePassiveCompanion,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-25T13:13:31.137+0000,,FALSE,null
ah_4a2_farm,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:07:33.551+0000,,FALSE,null
ah_1a1_samplePassive_planComment,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Increasing awareness among farmers and clients will increase sample throughput.,user2,2024-07-29T13:22:14.266+0000,,FALSE,null
ah_1a8_aquatic,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:40:34.875+0000,,FALSE,null
ah_2a5_largeRuminant,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:40:40.653+0000,,FALSE,null
ah_2a3_poultry,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-25T13:14:12.333+0000,,FALSE,null
ah_2a9_wildlife,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-25T13:18:58.279+0000,,FALSE,null
ah_lshtm_1b2_soptraining_planComment,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Continues implementing and quarterly mentoring,user2,2024-07-24T14:12:52.049+0000,,FALSE,null
ah_lshtm_1b3_qc,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:19:37.139+0000,,FALSE,null
ah_lshtm_1b2_soptraining,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-10T08:19:48.513+0000,,FALSE,null
ah_lshtm_1b2_soptraining_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Few staff were given training,user2,2024-07-29T18:21:41.708+0000,,FALSE,null
ah_3b1_bacteriology,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:50:37.065+0000,,FALSE,null
ah_4a7_surfaceWater,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:17:51.474+0000,,FALSE,null
ah_4a9_commercialWater,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:17:52.566+0000,,FALSE,null
ah_4b1_bacteriology,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:18:01.110+0000,,FALSE,null
ah_5b1_sampleCollection,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:18:21.503+0000,,FALSE,null
ah_1a6_smallRuminant,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:39:54.104+0000,,FALSE,null
ah_1a2_samplePassiveCompanion,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-21T12:26:43.983+0000,,FALSE,null
ah_1a9_wildlife,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:40:33.449+0000,,FALSE,null
ah_1a7_horses,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:40:35.900+0000,,FALSE,null
ah_2a4_pigs,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-25T13:13:36.992+0000,,FALSE,null
ah_2a6_smallRuminant,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-25T13:17:33.333+0000,,FALSE,null
ah_2a7_horses,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-25T13:17:36.391+0000,,FALSE,null
ah_2a8_aquatic,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-25T13:17:40.745+0000,,FALSE,null
ah_3a1_sampleFood,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:43:14.673+0000,,FALSE,null
ah_3a2_chicken,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:43:15.430+0000,,FALSE,null
ah_5b3_sampleReceivalTraining,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-10T08:20:49.548+0000,,FALSE,null
ah_lshtm_1b1_sops,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:19:24.551+0000,,FALSE,null
ah_5b2_sampleReceivalSOP,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:19:25.853+0000,,FALSE,null
ah_4a1_sampleEnvironment,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:07:32.509+0000,,FALSE,null
ah_4a3_abattoir,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:07:35.206+0000,,FALSE,null
ah_3a3_egg,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T07:43:17.139+0000,,FALSE,null
ah_5b3_sampleReceivalTraining_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Few staff were given due to budget matters and work specialty,user2,2024-07-24T08:51:21.504+0000,,FALSE,null
ah_lshtm_1b2_soptraining_planQuarter,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,2025Q1,user2,2024-07-29T18:21:56.857+0000,,FALSE,null
ah_lshtm_3a4_isolatespecimen_linkage,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Linked via paper records / logbooks,user1,2024-12-23T05:36:45.788+0000,,FALSE,null
ah_lshtm_1a1_guidelines,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:19:30.809+0000,,FALSE,null
ah_4a4_animalDrinkWater,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:07:51.766+0000,,FALSE,null
ah_5a1_testAnimalFeed,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-25T13:41:28.592+0000,,FALSE,null
ah_lshtm_2a1_transport_sop,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:22:15.027+0000,,FALSE,null
ah_lshtm_2a3_transop_followed,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,All staff,user2,2024-07-10T08:23:00.113+0000,,FALSE,null
ah_6a1_bacteriologyAssessment,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:23:20.328+0000,,FALSE,null
ah_6a2_assessmentTool,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,ATLAS,user2,2024-07-10T08:24:27.453+0000,,FALSE,null
ah_lshtm_2a2_transop_training,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,All staff,user2,2024-07-24T14:20:59.628+0000,,FALSE,null
ah_5b3_sampleReceivalTraining_planComment,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Training on Data management to all staff,user2,2024-07-29T18:22:56.198+0000,,FALSE,null
ah_5b3_sampleReceivalTraining_planQuarter,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,2025Q1,user2,2024-07-29T18:22:59.077+0000,,FALSE,null
ah_6a4_correctAction,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:26:23.451+0000,,FALSE,null
ah_6g3_EQAScore,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,84%,user2,2024-07-29T14:34:43.609+0000,,FALSE,null
ah_6a3_assessmentConclusion,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"1. Establishing root cause analysis for corrective actions
2. Strengthen QMS documentation and 
implementation.",user2,2024-07-29T18:26:42.581+0000,,FALSE,null
ah_lshtm_4a1_datasubmitted_amrcc_narrative,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"Bacteria isolate, ID, Sample type, location, District, Region, and AST",user2,2024-07-10T09:14:32.664+0000,,FALSE,null
ah_6c1_isolateStorage,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:39:52.011+0000,,FALSE,null
ah_lshtm_3b1_biobanking,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-10T08:41:23.502+0000,,FALSE,null
ah_6d1_LQMS,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:41:35.200+0000,,FALSE,null
ah_6i3_AMRreport,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T09:09:06.502+0000,,FALSE,null
ah_lshtm_2b1_ecoli,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-10T08:32:30.144+0000,,FALSE,null
ah_lshtm_2b1_salmonella,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-10T08:32:35.351+0000,,FALSE,null
ah_6b1_staph,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-10T08:32:37.908+0000,,FALSE,null
ah_lshtm_2b1_campylobacter,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-10T08:32:45.414+0000,,FALSE,null
ah_6b3_ast,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:38:27.933+0000,,FALSE,null
ah_6b4_isolateESBL,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:39:43.104+0000,,FALSE,null
ah_6b5_isolateCarbapenemase,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:39:44.817+0000,,FALSE,null
ah_lshtm_3a5_isolates_inventory_narrative,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Excel Based,user1,2024-12-23T05:37:26.966+0000,,FALSE,null
ah_6c2_sampleStorageSOP,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:40:10.877+0000,,FALSE,null
ah_lshtm_3a3_freezers_servicecontract,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-10T08:40:54.670+0000,,FALSE,null
ah_6d5_LQMSassessmentSummary,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,"1.NC raised and corrective action
2.QMS Documentation",user2,2024-07-10T08:43:14.083+0000,,FALSE,null
ah_lshtm_3a4_isolatespecimen_linkage,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Linked via paper records / logbooks,user2,2024-07-10T08:41:01.863+0000,,FALSE,null
ah_lshtm_3a2_freezer_backupupsreliable,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-24T14:35:25.562+0000,,FALSE,null
ah_lshtm_3a5_isolates_inventory,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,LIMS,user2,2024-07-24T14:38:11.197+0000,,FALSE,null
ah_lshtm_3b2_biobanking_freq,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Every 1-3 months,user2,2024-07-24T14:41:04.449+0000,,FALSE,null
ah_lshtm_3a1_isolates_stored,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,In -80°C freezers,user2,2024-07-10T08:40:21.808+0000,,FALSE,null
ah_6d3_LQMSassessment,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:41:52.456+0000,,FALSE,null
ah_6d7_LQMSassessmentCorrective,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:43:14.176+0000,,FALSE,null
ah_6g2_EQAdate,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,20/11/2023,user2,2024-07-10T08:47:48.837+0000,,FALSE,null
ah_6d4_LQMSassessmentTool,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,AH AMR SCORE CARD TOOL,user2,2024-07-10T08:42:34.779+0000,,FALSE,null
ah_lshtm_4a3_datasharing_guidelines,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T09:12:30.426+0000,,FALSE,null
ah_6e1_accreditation,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-30T12:38:02.681+0000,,FALSE,null
ah_6f1_IQC,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:43:26.031+0000,,FALSE,null
ah_6f2_referenceStrains,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:43:27.170+0000,,FALSE,null
ah_lshtm_1b5_participateeqa,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,TRUE,user2,2024-07-10T08:43:30.545+0000,,FALSE,null
ah_6g1_EQAScheme,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,EQUAFRICA,user2,2024-07-10T08:47:33.425+0000,,FALSE,null
ah_lshtm_4a2_datasubmitted_amrcc_freq,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Every 3-6 months,user2,2024-07-10T09:11:09.836+0000,,FALSE,null
ah_lshtm_3b1_biobanking,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Yes,user1,2024-12-23T05:37:31.631+0000,,FALSE,null
ah_lshtm_3b2_biobanking_freq,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,Every 3-6 months,user1,2024-12-23T05:37:48.460+0000,,FALSE,null
ah_lshtm_1b6_provideeqa,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-10T09:07:05.066+0000,,FALSE,null
ah_lshtm_2d1_astsop_training,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,All staff,user2,2024-07-10T09:07:27.767+0000,,FALSE,null
ah_lshtm_3c2_isolatetransport_training,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,All staff,user2,2024-07-10T09:08:38.366+0000,,FALSE,null
ah_6i4_AMRreportFreq,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Every 3-6 months,user2,2024-07-10T09:09:11.618+0000,,FALSE,null
ah_lshtm_2d2_ast_training_othersites,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-10T09:08:17.559+0000,,FALSE,null
ah_lshtm_3c1_isolatetransport_sop,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-10T09:08:28.341+0000,,FALSE,null
ah_6h1_ASTtrainingFrequency,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,Refresher training for all staff every year,user2,2024-07-10T09:07:54.076+0000,,FALSE,null
ah_6d3_LQMSassessment,2024S2,LAB17_Laboratory Name 17,HllvX50cXC0,HllvX50cXC0,TRUE,user1,2024-12-23T05:38:27.216+0000,,FALSE,null
ah_6i1_laboratoryResults,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,On local computers (e.g. EXCEL or Word file),user2,2024-07-10T09:08:55.539+0000,,FALSE,null
ah_6i2_WHONET,2024S1,LAB15_Laboratory Name 15,HllvX50cXC0,HllvX50cXC0,FALSE,user2,2024-07-30T12:39:47.653+0000,,FALSE,null
