dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
hh_1d2_guidelines_prescribe,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T13:26:58.839+0000,,FALSE,null
hh_1e1_training,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-08T13:29:42.073+0000,,FALSE,null
hh_3c6genit_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:49:06.506+0000,,FALSE,null
hh_1e1_training_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:30:20.233+0000,,FALSE,null
hh_3b1_sampleregistered,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Local laboratory paper based data system,user2,2024-07-09T07:28:42.454+0000,,FALSE,null
hh_3c1_bcs_automated,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Working automated blood culture instrument in place and under a service contract,user2,2024-07-09T07:28:55.843+0000,,FALSE,null
hh_3c2cerebrospinalfluid,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:20.819+0000,,FALSE,null
hh_3c3urine,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:22.948+0000,,FALSE,null
hh_2a2_qc_training_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:33:31.596+0000,,FALSE,null
hh_2a3_participates_eqa,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, other (please describe briefly)",user2,2024-07-08T13:34:04.940+0000,,FALSE,null
hh_2a3_participates_eqa_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:36:20.512+0000,,FALSE,null
hh_2a7_participates_pts_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:40:44.255+0000,,FALSE,null
hh_3c4stool,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:48:13.803+0000,,FALSE,null
hh_3c5swab,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:48:18.973+0000,,FALSE,null
hh_3e1_astsop_training,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-08T13:59:57.698+0000,,FALSE,null
hh_3e2_ast_training_othersites,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-08T14:00:13.711+0000,,FALSE,null
hh_3c4stool,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:38.947+0000,,FALSE,null
hh_2a3_participates_eqa_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:36:20.517+0000,,FALSE,null
hh_2a4_participates_eqa_6month,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-08T13:36:34.823+0000,,FALSE,null
hh_3c5swab,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:40.857+0000,,FALSE,null
hh_3c6genit,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:54.453+0000,,FALSE,null
hh_3c6genit_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:49:01.376+0000,,FALSE,null
hh_3c12salmonella,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:50.570+0000,,FALSE,null
hh_3c13shigella,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:54.232+0000,,FALSE,null
hh_4a1_isolates_stored_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T14:01:03.692+0000,,FALSE,null
hh_4a2_freezer_backupUPSreliable,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-08T14:01:49.645+0000,,FALSE,null
hh_3c7streppnue,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:55.905+0000,,FALSE,null
hh_3c8staphaur,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:29:57.414+0000,,FALSE,null
hh_4a2_freezer_backupUPSreliable_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T14:02:06.519+0000,,FALSE,null
hh_4a3_freezers_servicecontract,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T14:02:25.604+0000,,FALSE,null
hh_4a4_isolates_inventory_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T14:03:46.941+0000,,FALSE,null
hh_1b1_HospOrComm,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T12:56:57.488+0000,,FALSE,null
hh_1b1_HospOrComm_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No change from current status,user2,2024-07-08T12:57:02.442+0000,,FALSE,null
hh_3a1_transport_sop,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T13:42:41.029+0000,,FALSE,null
hh_3c6genit,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:48:29.073+0000,,FALSE,null
hh_3c7streppnue,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:39.044+0000,,FALSE,null
hh_3c8staphaur,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:41.102+0000,,FALSE,null
hh_3c14ngonorrhoea,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:50:13.153+0000,,FALSE,null
hh_3c14ngonorrhoea_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:50:17.452+0000,,FALSE,null
hh_3c9ecoli,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:30:09.348+0000,,FALSE,null
hh_1c2_clindetails,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T12:59:27.271+0000,,FALSE,null
hh_2a2_qc_training,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-08T13:32:21.966+0000,,FALSE,null
hh_2a4_participates_eqa_6month_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:39:18.652+0000,,FALSE,null
hh_2a9_participates_pts_6month,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-08T13:41:42.507+0000,,FALSE,null
hh_2a12_provides_eqa,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-08T13:42:11.315+0000,,FALSE,null
hh_4a2_freezer_backupUPSreliable_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T14:01:58.967+0000,,FALSE,null
hh_3c10klebpnue,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:30:11.378+0000,,FALSE,null
hh_2a7_participates_pts,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-08T13:40:40.801+0000,,FALSE,null
hh_3a1_transport_sop_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:43:07.176+0000,,FALSE,null
hh_3a2_transop_training,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-08T13:43:25.370+0000,,FALSE,null
hh_3a3_transop_followed,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T13:44:41.751+0000,,FALSE,null
hh_3c12salmonella,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:30:37.530+0000,,FALSE,null
hh_3c18_salmonella_typhi,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:31:29.998+0000,,FALSE,null
hh_3c19_salmonella_para,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:31:32.377+0000,,FALSE,null
hh_1a3_proforma,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T12:42:00.288+0000,,FALSE,null
hh_4a4_isolates_inventory,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Paper-based record / log book,user2,2024-07-08T14:03:08.131+0000,,FALSE,null
hh_4a4_isolates_inventory_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T14:03:58.236+0000,,FALSE,null
hh_6a1_amu_data,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes - essential variables per national guidance (e.g patient data, antimicrobial prescribed, dosage, etc)",user2,2024-07-08T14:12:53.168+0000,,FALSE,null
hh_3c13shigella,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:30:39.453+0000,,FALSE,null
hh_4b1_biobanking,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T14:04:53.565+0000,,FALSE,null
hh_4b2_biobanking_freq,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Every 1-3 months,user2,2024-07-08T14:05:05.325+0000,,FALSE,null
hh_4c2_isolatetransport_training,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-08T14:05:20.233+0000,,FALSE,null
hh_5a2_datasubmitted_amrcc_freq,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Every 3-6 months,user2,2024-07-08T14:05:45.468+0000,,FALSE,null
hh_3d3_ast_sop,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, based on the latest CLSI standard",user2,2024-07-08T13:58:43.620+0000,,FALSE,null
hh_4a1_isolates_stored,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,In -20°C freezers,user2,2024-07-08T14:00:40.734+0000,,FALSE,null
hh_3c14ngonorrhoea,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:30:41.943+0000,,FALSE,null
hh_3c15_bacid_automated,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-09T07:30:53.299+0000,,FALSE,null
hh_2a1_sursop_training,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Some staff,user2,2024-07-08T13:31:02.449+0000,,FALSE,null
hh_3c17_pseudomonas,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:31:28.197+0000,,FALSE,null
hh_3a2_transop_training_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:43:28.117+0000,,FALSE,null
hh_5a3_amc_committee,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, meeting regularly (at least once per quarter)",user2,2024-07-08T14:06:15.149+0000,,FALSE,null
hh_5a3_ams_committee_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T14:06:37.499+0000,,FALSE,null
hh_5a5_ipc_committee,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, meeting regularly (at least once per quarter)",user2,2024-07-08T14:09:29.016+0000,,FALSE,null
hh_3b1_sampleregistered,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Local laboratory paper based data system,user2,2024-07-08T13:45:02.200+0000,,FALSE,null
hh_5a7_datasharing_other,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T14:10:49.818+0000,,FALSE,null
hh_6a2_amu_monitor,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No routine monitoring of AMU,user2,2024-07-08T14:13:14.499+0000,,FALSE,null
hh_6a2_amu_monitor_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T14:16:29.290+0000,,FALSE,null
hh_3e1_astsop_training_planQuarter,2024S1,LAB01_Laboratory Name 1,HllvX50cXC0,HllvX50cXC0,2024Q4,user3,2024-07-10T09:19:30.124+0000,,FALSE,null
hh_3a1_transport_sop_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:42:56.826+0000,,FALSE,null
hh_3a2_transop_training_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:43:45.867+0000,,FALSE,null
hh_3c20_neisseria,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T07:31:36.302+0000,,FALSE,null
hh_1a1_guidelines,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T12:35:45.820+0000,,FALSE,null
hh_1a1_guidelines_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T12:50:56.309+0000,,FALSE,null
hh_3b1_sampleregistered_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:45:32.551+0000,,FALSE,null
hh_1a3_proforma_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T12:48:25.554+0000,,FALSE,null
hh_1b1_uniqueid,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T12:48:51.613+0000,,FALSE,null
hh_1b1_uniqueid_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T12:49:29.961+0000,,FALSE,null
hh_1c3_clindetailsrec,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Free text,user2,2024-07-08T13:03:27.839+0000,,FALSE,null
hh_3a3_transop_followed_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No change from current status,user2,2024-07-08T13:44:47.416+0000,,FALSE,null
hh_3c1_bcs_automated,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Working automated blood culture instrument in place and under a service contract,user2,2024-07-08T13:47:03.710+0000,,FALSE,null
ah_lshtm_3a1_isolates_stored,2024S1,LAB06_Laboratory Name 6,HllvX50cXC0,HllvX50cXC0,In -80°C freezers,user3,2024-07-10T09:15:09.025+0000,,FALSE,null
hh_1d1_sursop_training_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:31:35.680+0000,,FALSE,null
hh_1d1_sursop_training_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:31:53.004+0000,,FALSE,null
hh_2a2_qc_training_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T13:32:39.153+0000,,FALSE,null
hh_3c2cerebrospinalfluid,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:47:47.661+0000,,FALSE,null
hh_6a2_amu_monitor_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T14:13:28.071+0000,,FALSE,null
hh_6a3_pps,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes (please describe briefly),user2,2024-07-08T14:14:04.972+0000,,FALSE,null
hh_1a1_guidelines_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T12:36:15.632+0000,,FALSE,null
hh_1a2_algorithms,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T12:41:19.959+0000,,FALSE,null
hh_3c3urine,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:48:11.199+0000,,FALSE,null
hh_4c1_isolatetransport_sop,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T14:05:16.297+0000,,FALSE,null
hh_5a1_datasubmitted_amrcc,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, anonymised",user2,2024-07-08T14:05:35.264+0000,,FALSE,null
hh_5a4_amc_discipline,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Laboratory microbiologists,user2,2024-07-08T14:08:06.191+0000,,FALSE,null
hh_5a6_datasharing,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes - antimicrobial stewardship (AMS) committee,user2,2024-07-08T14:10:17.254+0000,,FALSE,null
hh_5b_datalinkage,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Paper linkage (e.g. clinical data recorded on archived sample request/reporting form),user2,2024-07-08T14:12:24.976+0000,,FALSE,null
hh_7a1_stockout,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-08T14:19:13.512+0000,,FALSE,null
hh_7a1_stockout_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T14:20:31.007+0000,,FALSE,null
hh_1a3_proforma_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-08T12:48:09.670+0000,,FALSE,null
hh_1b2_dataformat,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Clinical data included in paper request for laboratory investigation, with unique identifier",user2,2024-07-08T12:57:39.050+0000,,FALSE,null
hh_3c17_pseudomonas,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:54:01.280+0000,,FALSE,null
hh_1b1_gender_plan,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,No change from current status,user2,2024-07-08T12:55:48.143+0000,,FALSE,null
hh_3c9ecoli,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:43.398+0000,,FALSE,null
hh_3c10klebpnue,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:45.380+0000,,FALSE,null
hh_3c11acinetobacter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:49:48.003+0000,,FALSE,null
hh_clinical_care,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Yes - continue with component 1,user2,2024-07-08T12:35:24.062+0000,,FALSE,null
hh_3c16_bacid_system,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,NA,user2,2024-07-24T12:06:41.836+0000,,FALSE,null
hh_3c20_neisseria,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:54:29.713+0000,,FALSE,null
hh_3c19_salmonella_para,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:54:47.840+0000,,FALSE,null
hh_3c18_salmonella_typhi,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-08T13:54:50.683+0000,,FALSE,null
hh_3c20_neisseria_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T13:55:36.094+0000,,FALSE,null
hh_7a1_stockout_planQuarter,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,2024Q3,user2,2024-07-08T14:21:41.878+0000,,FALSE,null
ah_6c2_sampleStorageSOP,2024S1,LAB06_Laboratory Name 6,HllvX50cXC0,HllvX50cXC0,TRUE,user3,2024-07-10T09:16:03.547+0000,,FALSE,null
hh_1e1_training_plan,2024S1,LAB03_Laboratory Name 3,HllvX50cXC0,HllvX50cXC0,Action to change (Please specify),user2,2024-07-10T09:24:06.522+0000,,FALSE,null
hh_3d1_ast_system,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Disc diffusion,user2,2024-07-08T13:56:05.318+0000,,FALSE,null
hh_3d1_ast_system,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Disc diffusion,user2,2024-07-09T07:34:58.827+0000,,FALSE,null
hh_3e2_ast_training_othersites,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,No,user2,2024-07-09T07:38:42.909+0000,,FALSE,null
hh_3d21_ast,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Current CSLI standards (<3 years old),user2,2024-07-09T07:37:06.269+0000,,FALSE,null
hh_3e1_astsop_training,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,All staff,user2,2024-07-09T07:38:37.470+0000,,FALSE,null
hh_4a1_isolates_stored,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,In -80°C freezers,user2,2024-07-09T07:39:41.689+0000,,FALSE,null
hh_4a2_freezer_backupUPSreliable,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-09T07:39:44.930+0000,,FALSE,null
hh_4a3_freezers_servicecontract,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-23T11:29:33.286+0000,,FALSE,null
hh_4a4_isolates_inventory,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Paper-based record / log book,user2,2024-07-09T07:40:00.021+0000,,FALSE,null
hh_3d21_ast,2024S1,LAB04_Laboratory Name 4,HllvX50cXC0,HllvX50cXC0,Current CSLI standards (<3 years old),user2,2024-07-08T13:57:22.288+0000,,FALSE,null
hh_4c1_isolatetransport_sop,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,Yes,user2,2024-07-09T07:40:26.635+0000,,FALSE,null
hh_4c2_isolatetransport_training,2024S1,LAB02_Laboratory Name 2,HllvX50cXC0,HllvX50cXC0,All staff,user2,2024-07-09T07:40:29.464+0000,,FALSE,null
hh_3c7streppnue,2024S1,LAB05_Laboratory Name 5,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T08:14:37.628+0000,,FALSE,null
hh_3c9ecoli,2024S1,LAB05_Laboratory Name 5,HllvX50cXC0,HllvX50cXC0,"Yes, according to SOP",user2,2024-07-09T08:14:41.670+0000,,FALSE,null
hh_3c10klebpnue_plan,2024S1,LAB05_Laboratory Name 5,HllvX50cXC0,HllvX50cXC0,No change from current status,user2,2024-07-09T08:14:48.237+0000,,FALSE,null
